Tennessee,Raven,52880,1
Sudan,Sawshark,60511,2
Uzbekista,Hornet,66750,3
Nigeria,Mouse,53078,4
Thailand,Gerbil,15746,5
Tennessee,Louse,2481,6
Luxembour,Baboon,84511,7
Luxembour,Partridge,58897,8
Nigeria,Skunk,67715,9
Turkey,Carcharhi,5317,10
Luxembour,Donkey,25847,11
Barbados,Alligator,88419,12
Malta,Gerbil,27460,13
Lithuania,Squalifor,16092,14
Minnesota,Triakis,40918,15
South_Car,Giant_Pan,88514,16
Taiwan,Rhizoprio,18877,17
TRINIDAD_,Cheetah,10799,18
Colombia,Carcharhi,79818,19
Ghana,Zebra,36965,20
Nauru,Gerbil,97823,21
Mississip,Baboon,32427,22
Ukraine,Lamna,38100,23
CZECH_REP,Fish,95630,24
DOMINICAN,Hemiscyll,51745,25
EQUATORIA,Pelican,81035,26
Mozambiqu,Columbida,72355,27
Michigan,Mouse,95734,28
Lithuania,Giraffe,13942,29
Thailand,Sawshark,43841,30
Arizona,Triakis,51536,31
Monaco,Camel,78040,32
DOMINICAN,Lion,3980,33
Florida,Donkey,64825,34
Michigan,Parascyll,32249,35
Namibia,Parmaturu,79869,36
Nebraska,Pinniped,12466,37
Zimbabwe,Manatee,83586,38
Croatia,Goose,53911,39
Zimbabwe,Quail,42622,40
Maryland,Pristioph,86720,41
Hawaii,Alligator,77469,42
Massachus,Giraffe,21035,43
DOMINICAN,Goldfinch,13490,44
Tonga,Parascyll,88448,45
South_Car,Carcharhi,49395,46
Californi,Gerbil,84523,47
Virginia,Apristuru,90170,48
Washingto,Ostrich,48594,49
Washingto,Fish,21782,50
Florida,Hamster,65967,51
Jordan,Dolphin,91691,52
Wisconsin,Jackal,53779,53
Ireland,Fish,39431,54
Wisconsin,Ostrich,51229,55
Latvia,Isogompho,62950,56
Japan,Poroderma,86266,57
Uruguay,Moose,75769,58
Arizona,Mallard,69976,59
Sudan,Donkey,6598,60
CZECH_REP,Chamois,48621,61
Thailand,Flamingo,86459,62
Nepal,Chiloscyl,94112,63
Massachus,Jackal,34000,64
Alabama,Snipe,62811,65
EL_SALVAD,Cobra,72983,66
Serbia,Sphyrna_l,93583,67
New_Jerse,Cormorant,92387,68
Zimbabwe,American_,40469,69
CZECH_REP,Donkey,95306,70
Kiribati,Scoliodon,39356,71
Thailand,Pelican,73755,72
Nauru,Dolphin,35884,73
Tennessee,Whale_Sha,78461,74
Nigeria,Black_pan,80438,75
Nebraska,Camel,51591,76
Finland,Alligator,35185,77
Malaysia,Hamster,50374,78
Massachus,Pelican,39422,79
Michigan,Polecat,58652,80
Michigan,Goldfinch,50823,81
Serbia,Magpie,98847,82
CZECH_REP,Squalifor,25334,83
Namibia,Cormorant,70412,84
Alabama,Prionace,29492,85
Nauru,Flamingo,14272,86
Uzbekista,Crow,35570,87
Nepal,Parascyll,88700,88
Maryland,Bullhead_,7032,89
Netherlan,Wombat,22923,90
Taiwan,Poroderma,50614,91
North_Car,Jackal,14766,92
Nepal,Dogfish,7970,93
Lithuania,Pony,2990,94
Michigan,Pelican,95748,95
Wisconsin,Human,85475,96
Minnesota,Skunk,65317,97
Australia,Mallard,57013,98
Sweden,Sawshark,81431,99
Jordan,Fish,11924,100
Tunisia,Quail,71471,101
Slovakia,Cobra,7074,102
South_Car,Hemitriak,48444,103
Rhode_Isl,Sheep,56302,104
Slovakia,Fox,92207,105
Romania,Chiloscyl,63267,106
EQUATORIA,Pelican,84203,107
Switzerla,Mallard,82890,108
Texas,Jackal,56602,109
Maine,Lion,5937,110
Kiribati,Dogfish,60573,111
Californi,Orectolob,79620,112
WESTERN_S,Moose,38923,113
Malaysia,Isurus,87478,114
Mississip,Orectolob,35222,115
Tonga,Badger,34030,116
Massachus,Magpie,88127,117
Serbia,Moose,59951,118
Oregon,Jackal,69040,119
Latvia,Rhizoprio,59097,120
Ethiopia,Hamster,99106,121
Pennsylva,Pygmy_Sha,57741,122
Netherlan,Jackal,9000,123
Grenada,Hemiscyll,491,124
Romania,Camel,14352,125
Maryland,Beaver,55513,126
Romania,Negaprion,23324,127
Tanzania,Donkey,40630,128
Zambia,Dolphin,63806,129
Vatican_C,Lamniform,72185,130
Slovenia,Hornet,20028,131
DOMINICAN,Sheep,40803,132
DOMINICAN,Quail,82738,133
Washingto,Human,70947,134
Singapore,Beaver,65966,135
Malawi,Pygmy_Sha,19983,136
Finland,Hyena,7202,137
Zambia,Quail,72299,138
Mozambiqu,Donkey,49925,139
Texas,Apristuru,47759,140
DOMINICAN,Parascyll,75156,141
Australia,Triaenodo,65704,142
Tunisia,Alligator,27620,143
Tunisia,Dogfish,23093,144
Madagasca,Pinniped,61885,145
Ireland,Louse,45164,146
Taiwan,Columbida,2562,147
Malawi,Pygmy_Sha,59546,148
Grenada,Mallard,56611,149
NEW_ZEALA,Hemitriak,7673,150
Virginia,Whale_Sha,77089,151
Wyoming,Badger,84253,152
Slovakia,Human,19003,153
Slovenia,Cormorant,74272,154
Sudan,Pinniped,58670,155
Thailand,Alligator,56306,156
Washingto,Human,60121,157
Illinois,Giraffe,55330,158
Ukraine,American_,74529,159
Missouri,Pinniped,44028,160
Malaysia,Goldfinch,38161,161
Guatemala,Heron,74056,162
Dominica,Ostrich,32987,163
Lithuania,Guanaco,65420,164
Saudi_Ara,Wombat,62967,165
Mississip,Goldfinch,44447,166
Nebraska,Pony,54164,167
Thailand,Angel_sha,24071,168
CZECH_REP,Mallard,32139,169
Ecuador,Cirrhoscy,9912,170
Latvia,Prionace_,54910,171
Turkey,Squalifor,21126,172
New_Jerse,Badger,92320,173
Ecuador,Pristioph,91855,174
EQUATORIA,Parmaturu,20360,175
Arizona,Ostrich,57275,176
Pennsylva,Hemiscyll,11905,177
COSTA_RIC,Scoliodon,42391,178
Canada,Donkey,43464,179
Massachus,American_,2660,180
Uzbekista,Angel_sha,22462,181
Ghana,Alligator,18553,182
Missouri,Cormorant,92326,183
Uzbekista,Swallow,79163,184
Zambia,Parascyll,99861,185
Guatemala,Negaprion,80412,186
Michigan,Pygmy_Sha,14228,187
Taiwan,Hornet,85080,188
Alaska,Donkey,37563,189
Alaska,Louse,93166,190
Arizona,Chamois,14307,191
Denmark,Giant_Pan,57789,192
Maryland,Badger,84936,193
Georgia,American_,45207,194
EQUATORIA,Isurus,33866,195
Switzerla,Gerbil,13665,196
Maryland,Peafowl,47501,197
Malta,Wombat,91347,198
North_Car,Coyote,58384,199
Cyprus,Snipe,17870,200
Thailand,Crow,97297,201
Singapore,Bullhead_,97611,202
Grenada,Gazelle,44336,203
Denmark,Fox,92892,204
