Uzbekista,Crow,26085,25369
Uzbekista,Crow,522,27553
Uzbekista,Prionace,91922,20168
Uzbekista,Raven,24837,20173
Uzbekista,Whale_Sha,8164,20233
Uzbekista,Fox,32097,20250
Uzbekista,Mallard,34668,20369
Uzbekista,Triaenodo,89125,20412
Uzbekista,Polecat,89985,20540
Uzbekista,Mouse,62661,20693
Uzbekista,Apristuru,81574,20757
Uzbekista,Chiloscyl,82861,20774
Uzbekista,Wombat,87664,20775
Uzbekista,Polecat,23082,20848
Uzbekista,Peafowl,28042,21060
Uzbekista,Isogompho,19630,21234
Uzbekista,Columbida,36403,21240
Uzbekista,Dolphin,38556,21562
Uzbekista,Pristioph,86817,21615
Uzbekista,Angel_sha,83083,21768
Uzbekista,Lamniform,46910,21991
Uzbekista,Rhinocero,80087,22095
Uzbekista,Fox,47228,22107
Uzbekista,Skunk,62701,22124
Uzbekista,Poroderma,44369,22296
Uzbekista,Isurus,78631,22396
Uzbekista,Sheep,86779,22479
Uzbekista,Chiloscyl,87805,22591
Uzbekista,Squalifor,45445,22620
Uzbekista,Cheetah,49754,22768
Uzbekista,Goldfinch,81183,22792
Uzbekista,Hamster,25348,22891
Uzbekista,Giant_Pan,45957,22900
Uzbekista,Dogfish,11114,22945
Uzbekista,Heron,44697,22975
Uzbekista,Prionace,89722,22984
Uzbekista,Bullhead_,67651,23215
Uzbekista,Peafowl,46285,23343
Uzbekista,Pristioph,91976,23691
Uzbekista,Heron,33564,23753
Uzbekista,Parmaturu,77293,23821
Uzbekista,Triaenodo,76011,23901
Uzbekista,Orectolob,25640,23926
Uzbekista,Ostrich,48577,24281
Uzbekista,Bullhead_,94597,24305
Uzbekista,Columbida,53132,24394
Uzbekista,Negaprion,55481,24470
Uzbekista,Hyena,12700,24479
Uzbekista,Prionace,43932,24485
Uzbekista,Lion,980,24913
Uzbekista,Swan,18528,25006
Uzbekista,Triakis,7564,25043
Uzbekista,Otter,60136,25104
Uzbekista,Wren,6585,25233
Uzbekista,Nightinga,35236,25286
Uzbekista,Whale_Sha,50053,25355
Uzbekista,Heron,44285,25490
Uzbekista,Scoliodon,16021,25717
Uzbekista,Ostrich,85268,25912
Uzbekista,Hyena,58591,25994
Uzbekista,Orectolob,8398,26071
Uzbekista,Camel,36245,26162
Uzbekista,Gazelle,94293,26249
Uzbekista,Wren,53780,26271
Uzbekista,Camel,93085,26471
Uzbekista,Lamniform,55343,26508
Uzbekista,Sphyrna_l,90201,26542
Uzbekista,Pony,58164,26560
Uzbekista,Triaenodo,42818,26593
Uzbekista,Zebra,46209,26614
Uzbekista,Donkey,32322,26666
Uzbekista,Hemitriak,15764,26679
Uzbekista,Reindeer,46926,26729
Uzbekista,Wren,95341,26909
Uzbekista,Badger,46825,26967
Uzbekista,Fish,52666,27211
Uzbekista,Raven,19956,27438
Uzbekista,Columbida,95211,27455
Uzbekista,Nightinga,30877,27591
Uzbekista,Jaguar,59291,27650
Uzbekista,Mallard,49715,27790
Uzbekista,Mule,84335,27813
Uzbekista,Anatidae,63180,27879
Uzbekista,Hawk,94426,27978
Uzbekista,Gorilla,39625,27981
Uzbekista,Mule,61273,28090
Uzbekista,Flamingo,65960,28305
Uzbekista,Hemiscyll,76114,28399
Uzbekista,Zebra,39024,28458
Uzbekista,Ram,30959,28529
Uzbekista,Rhizoprio,51844,28555
Uzbekista,Hornet,64753,28601
Uzbekista,Manatee,67371,28695
