Dominica,Jackal,25889,1
Turkey,Coccinell,33617,2
Greece,Snipe,61186,3
TRINIDAD_,Black_pan,62862,4
Italy,Rhinocero,40802,5
COSTA_RIC,Zebra,20608,6
Colombia,Magpie,55248,7
Grenada,Lion,3131,8
Taiwan,Anatidae,2664,9
Mozambiqu,Sawshark,64425,10
Denmark,Raven,60949,11
COSTA_RIC,Bullhead_,79233,12
Japan,Otter,39361,13
Canada,Giant_Pan,62218,14
Minnesota,Baboon,4205,15
Ireland,Hornet,17913,16
DOMINICAN,Dolphin,21226,17
Australia,Magpie,2284,18
Italy,Squalifor,67969,19
Malawi,Columbida,85857,20
MARSHALL_,Dogfish,56907,21
Sudan,Hornet,84689,22
Tanzania,Lion,87070,23
Uruguay,Manatee,74767,24
Italy,Quail,13321,25
Lithuania,Louse,87896,26
Romania,Bullhead_,41068,27
Morocco,Crow,3092,28
Dominica,Dogfish,59177,29
Italy,Negaprion,9187,30
Ukraine,Quail,28468,31
Nepal,Gerbil,40013,32
Texas,Flamingo,1999,33
Japan,Wren,86001,34
Lithuania,Coyote,70828,35
Kiribati,Pony,93204,36
France,Alligator,48605,37
Grenada,Fox,41755,38
NEW_ZEALA,Anatidae,7226,39
Cyprus,Flamingo,4855,40
DOMINICAN,Cheetah,26383,41
Switzerla,Dolphin,94953,42
Finland,Beaver,87171,43
Thailand,Dolphin,39008,44
Australia,Flamingo,65933,45
Ukraine,Baboon,8430,46
Kiribati,Giant_Pan,55190,47
Namibia,Sheep,42987,48
Mozambiqu,Moose,9141,49
Greece,Hyena,90919,50
France,Mule,69957,51
Tunisia,Fox,69108,52
Grenada,Coccinell,19923,53
Sudan,Gerbil,38644,54
Canada,Snipe,99688,55
Japan,Goldfinch,2545,56
Kiribati,Otter,6976,57
NEW_ZEALA,Manatee,27853,58
Slovenia,Flamingo,30594,59
Ireland,Quail,28081,60
Jordan,Snipe,623,61
Zimbabwe,Nightinga,63722,62
Romania,Cormorant,65036,63
Zambia,Donkey,44560,64
Thailand,Ram,61612,65
Malta,Pelican,70906,66
Japan,Gorilla,28980,67
Tunisia,Reindeer,75608,68
Zambia,Beaver,35687,69
Japan,Polecat,7084,70
Croatia,Snipe,94658,71
Singapore,Quail,9933,72
Morocco,Anatidae,47021,73
COSTA_RIC,Goldfinch,12208,74
Saudi_Ara,Beaver,19680,75
Nigeria,Coccinell,88542,76
Zimbabwe,Gorilla,34198,77
Madagasca,Goose,32804,78
Uganda,Fox,64218,79
Denmark,Baboon,17835,80
Minnesota,Swallow,50080,81
CZECH_REP,Coyote,47249,82
Serbia,Donkey,80413,83
Netherlan,Jaguar,83807,84
Minnesota,Coccinell,74167,85
Luxembour,Jackal,72507,86
Madagasca,Gorilla,95846,87
Slovenia,Hamster,40317,88
Grenada,Pinniped,5275,89
Singapore,Badger,41483,90
Ecuador,Swan,69792,91
Namibia,Carcharhi,38111,92
Singapore,Dogfish,1861,93
Singapore,Giraffe,78004,94
Monaco,Snipe,69028,95
EL_SALVAD,Black_pan,10913,96
Australia,Raven,42164,97
Morocco,Heron,74736,98
Ireland,Peafowl,39620,99
Monaco,Gorilla,87217,100
Slovenia,Swan,4738,101
Ecuador,Ram,52492,102
MARSHALL_,Reindeer,92857,103
Slovakia,Bullhead_,56195,104
Minnesota,Gorilla,62028,105
CZECH_REP,Chamois,21436,106
Tunisia,Rhinocero,75646,107
Malta,Cheetah,60686,108
EQUATORIA,Bullhead_,57858,109
COSTA_RIC,Jaguar,38345,110
Saudi_Ara,Reindeer,15005,111
Mozambiqu,Coccinell,14481,112
CZECH_REP,Sawshark,78377,113
Thailand,Partridge,82137,114
Tunisia,Goose,44912,115
Japan,Ostrich,80717,116
Ghana,Bison,91310,117
Namibia,Polecat,81445,118
Vatican_C,Louse,3804,119
Zambia,Guanaco,89646,120
Spain,Dogfish,32019,121
Netherlan,Cheetah,14418,122
Croatia,Guanaco,35770,123
Uganda,Camel,1784,124
Ecuador,Magpie,77450,125
Slovenia,Swan,31225,126
Namibia,Swan,60059,127
Jordan,Pinniped,94040,128
Cyprus,Wombat,89072,129
Kiribati,Cormorant,26376,130
Grenada,Columbida,61083,131
Cyprus,Hyena,47420,132
Cyprus,Jaguar,52484,133
Japan,Lion,89738,134
Saudi_Ara,Otter,2526,135
Malawi,Gerbil,47642,136
Zambia,Bullhead_,10587,137
Spain,Raven,83531,138
Tonga,Partridge,41894,139
Texas,Hawk,99495,140
Serbia,Quail,55478,141
Grenada,Louse,7107,142
Denmark,Coccinell,90096,143
Tuvalu,Cheetah,33773,144
Lithuania,Columbida,42084,145
Samoa,Louse,73333,146
Netherlan,Negaprion,14812,147
Barbados,Partridge,81075,148
Slovakia,Swan,31267,149
Latvia,Pony,75416,150
Tuvalu,Moose,9233,151
Canada,Fish,36629,152
Lithuania,Camel,34083,153
Zambia,Goose,75827,154
Tunisia,Ostrich,71339,155
Ireland,Hamster,47743,156
Zambia,Coyote,52621,157
Texas,Fox,46939,158
Sweden,Jaguar,55088,159
Namibia,Hamster,34967,160
Uruguay,Nightinga,8127,161
Dominica,Pony,73370,162
CZECH_REP,Baboon,41318,163
Ethiopia,American_,75125,164
COSTA_RIC,Gorilla,64710,165
Texas,Ostrich,38888,166
Uganda,Hamster,13146,167
Ethiopia,Mouse,77211,168
MARSHALL_,Cheetah,85934,169
Sweden,Manatee,30774,170
